Timestamp,Participant,Email,APA Reference,Article Title,Authors,Year,Journal,Volume,Issue,Pages,DOI,URL,Indexed in WoS,WoS Collection,Quartile,Indexed in Scopus
,,,,,,,,,,,,,,,,
